epoch,prob,tv,nps,mAP50,mAP50-95,fitness
29,-4.4982993725018625,0.4206959551725632,0.0005990769176815564,0.697834802084968,0.2291700800818129,0.2760365522821284
30,-4.528135220209758,0.4274505697763883,0.0005992289665393913,0.6912189921776757,0.22490544697161857,0.27153680149222426
31,-4.51481170532031,0.4298368531924028,0.0006004637510229188,0.6951781094068086,0.22433361214847203,0.27141806187430567
32,-4.499301898173797,0.4214671850204468,0.000597382522522448,0.6920846157804427,0.22792646797577792,0.2743422827562444
33,-4.5136464681380835,0.4330472082663805,0.0006002131073425213,0.7038922066519321,0.2253261301807506,0.2731827378278687
34,-4.486530524033767,0.4419014897101965,0.000602537481030688,0.7199700824547149,0.2279779175571024,0.27717713404686367
35,-4.502067333612686,0.443437112447543,0.0006026775988105398,0.6912028287878685,0.22473847823925377,0.2713849132941153
36,-4.506202135330591,0.44688128125973237,0.0006026235418036007,0.6861718686537188,0.22444276979962363,0.2706156796850332
37,-4.537792242490328,0.44655942840453905,0.0006047670598117969,0.684638293200803,0.21983346501702167,0.2663139478353998
38,-4.529318045347165,0.42991110453238857,0.0005988258949051109,0.6948721623798146,0.22379047983673442,0.27089864809104247
39,-4.505842312788352,0.4262765944004059,0.00059647969632911,0.6861246687505439,0.21912677800913763,0.26582656708327823
40,-4.52774670185187,0.4091751537261865,0.0005929117682031714,0.6903727941360833,0.2198110587851168,0.2668672323202135
41,-4.550134463187976,0.4117917815844218,0.0005935982320433817,0.6876467081226126,0.21940353162331055,0.2662278492732408
42,-4.531835714975993,0.4310100414814093,0.0005957482096094352,0.6968906022679594,0.21535571410930876,0.2635092029251738
43,-4.523234776961497,0.42500260319465244,0.0005937679282700022,0.6966255755549748,0.21797558613857623,0.2658405850802161
44,-4.500869323045779,0.42971165822102475,0.0005947427409223448,0.6652054726319663,0.21549935459201172,0.26046996639600717
45,-4.5548454859317875,0.4284342611447359,0.0005933143308935448,0.676717256728832,0.22229009319006474,0.26773280954394146
46,-4.537870394877898,0.4284433860045213,0.000592870004952718,0.6884986645305056,0.21742172114271527,0.26452941548149433
47,-4.559951476561717,0.42265725747132915,0.0005924413338876688,0.680216769316283,0.21558561288188663,0.26204872852532624
48,-4.535732140907874,0.4409478757625971,0.0005959243400213429,0.6845673151625418,0.21369530775544754,0.260782508496157
49,-4.552597296543611,0.42415055021261555,0.0005936785108553102,0.6917954423894451,0.21778752439150423,0.26518831619129835
50,-4.534815036333525,0.4100744326909383,0.0005891938628151249,0.6957202618270187,0.21942224712302486,0.26705204859342424
51,-4.529005252397978,0.41875541515839404,0.0005876116129235389,0.6816466748913685,0.2134094700952054,0.26023319057482175
52,-4.532778128599509,0.4020216870002257,0.0005857342054159978,0.678632183765064,0.21364510779292578,0.2601438153901396
53,-4.529198591525738,0.4072179328172635,0.0005852508669098219,0.685840050737295,0.21968088476534392,0.266296801362539
54,-4.543200462292402,0.4080721896428328,0.0005861591825333352,0.6810025837690356,0.21333656581462584,0.2601031676100668
55,-4.549060222430107,0.42562534793829304,0.0005889967522727182,0.6996985716688713,0.21229723486061064,0.2610373685414367
56,-4.525026290844648,0.4059100028796074,0.0005838539517030884,0.6524049274989172,0.21301203007906516,0.2569513198210504
57,-4.538367809393467,0.40278748059884095,0.0005815710636596076,0.6884021546158317,0.2175833871419773,0.26466526388936273
58,-4.511414485099988,0.41251958715610015,0.0005834486696701974,0.6817026260779491,0.21328386095181054,0.26012573746442436
59,-4.5159268868275175,0.41963842816841906,0.0005851625151430758,0.6777726343944348,0.21346295664851658,0.25989392442310844
60,-4.523816414368459,0.4217405922901936,0.0005848262226209044,0.6804086568742945,0.2172706427085243,0.26358444412510135
61,-4.546523668827155,0.4310533052835709,0.0005865709793467361,0.6767949133754612,0.21750171291661183,0.26343103296249676
62,-4.524714017525698,0.42053799751477366,0.0005838600664924926,0.6803282470437716,0.21498484831834838,0.2615191881908907
63,-4.535935829847287,0.4106706174520346,0.0005794093281460496,0.6751108481248728,0.21463855187185504,0.2606857814971568
64,-4.536384154588748,0.4131788175839644,0.0005798835325269745,0.6754108571539328,0.21415354652180688,0.26027927758501945
65,-4.538650738887298,0.4110596974690755,0.000579300332062233,0.6793734725816141,0.21134250394254583,0.25814560080645266
66,-4.537100920310388,0.4110445548326541,0.0005791052647579748,0.6840459145841183,0.21220559463286048,0.25938962662798626
67,-4.527876242613181,0.4208490955523955,0.0005818887177902537,0.6727202048470782,0.21347021754951392,0.2593952162792703
68,-4.542182023708637,0.42229902667877,0.0005828532888792837,0.6673557071809653,0.21363257134035782,0.2590048849244186
